loan_id,loan_dates_year,loan_ammounts,loan_durations,loan_payments,loan_status,account_dates_yymd,transactions_number_per_account,last_transaction_date_per_account,transactions_last_balance_per_account,no_transactions_type_credit_per_account,no_transactions_type_withdrawal_per_account,avg_amount_of_transaction_credit_per_account,median_amount_of_transaction_credit_per_account,max_amount_of_transaction_credit_per_account,min_amount_of_transaction_credit_per_account,variance_amount_of_transaction_credit_per_account,avg_amount_of_transaction_withdrawal_per_account,median_amount_of_transaction_withdrawal_per_account,max_amount_of_transaction_withdrawal_per_account,min_amount_of_transaction_withdrawal_per_account,variance_amount_of_transaction_withdrawal_per_account,no_k_na_of_transaction_per_account,no_k_household_of_transaction_per_account,no_k_interest_credited_of_transaction_per_account,no_k_old_age_pension_of_transaction_per_account,no_k_insurrance_payment_of_transaction_per_account,no_k_payment_for_statement_of_transaction_per_account,no_k_sanction_interest_if_negative_balance_of_transaction_per_account,owner_gender_per_account,owner_birth_year_per_account,owner_district_n_inhab_per_account,owner_district_n_mun_inhab_0_499_per_account,owner_district_n_mun_inhab_500_1999_per_account,owner_district_n_mun_inhab_2000_9999_per_account,owner_district_n_mun_inhab_10000_inf_per_account,owner_district_n_cities_per_account,owner_district_ratio_urban_inhab_per_account,owner_district_average_salary_per_account,owner_district_unemploymant_95_per_account,owner_district_unemploymant_96_per_account,owner_district_n_enterp_per_1000_per_account,owner_district_n_crimes_95_per_account,owner_district_n_crimes_96_per_account
7304,95,419880,60,6998,1,950526,18,951023,24704.4,11,7,21108.2,300.0,62982.0,39.0,556170536.1,29640.9,29900.0,64800.0,8500.0,338354587.3,13,1,4,0,0,0,0,1,45,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6362,95,37908,12,3159,1,940728,76,951021,46113.5,31,45,9919.5,1200.0,28431.0,14.1,104487477.2,5808.7,3900.0,22479.0,14.6,32006565.5,52,0,14,0,0,10,0,1,76,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
5880,95,73836,36,2051,1,950426,19,951026,67453.1,14,5,13746.6,1350.0,44281.0,19.1,276568611.1,25000.0,20100.0,37000.0,20100.0,44664000.0,14,0,5,0,0,0,0,1,67,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
6535,95,41952,12,3496,1,940903,105,951031,24672.8,31,74,10373.6,1800.0,31462.0,71.6,126836632.9,4012.3,3400.0,25400.0,14.6,25968443.0,61,10,14,0,10,10,0,0,72,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
5449,95,99336,24,4139,1,941209,52,951031,30824.1,24,28,5352.9,1300.0,16866.0,58.5,32654184.3,3487.3,3450.0,11900.0,14.6,8041370.3,30,6,10,0,0,6,0,1,80,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
6342,95,60156,36,1671,-1,950327,56,951110,132316.8,26,30,18483.9,14536.5,49767.0,15.9,298094587.5,13795.6,3881.0,53600.0,14.6,238421523.2,41,4,7,0,0,4,0,0,76,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
5409,95,182040,60,3034,1,941121,59,951117,38747.5,24,35,22366.6,20819.0,61557.0,67.2,517268641.0,14230.0,3700.0,53500.0,14.6,240773118.6,41,0,11,0,0,7,0,1,51,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
6955,95,244368,48,5091,1,940722,144,951119,86194.1,64,80,20764.9,19890.5,49769.0,200.0,268012296.5,15534.5,6200.0,57200.0,100.0,265581856.6,114,0,15,0,0,15,0,0,70,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
6985,95,113796,36,3161,1,941201,72,951110,34054.0,25,47,9973.8,700.0,28446.0,104.9,109150859.2,4580.6,3458.0,21074.0,100.0,22508877.3,46,8,11,0,0,7,0,0,71,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
5125,95,73056,48,1522,1,950206,51,951112,21545.7,23,28,3179.5,2600.0,8538.0,15.7,8858148.2,1842.2,1641.0,7100.0,14.6,2756761.9,32,5,9,0,0,5,0,0,70,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
5805,95,137904,24,5746,-1,950722,12,951119,35159.7,9,3,6195.5,7400.0,11878.0,29.4,30447879.4,6866.7,8100.0,9000.0,3500.0,5802222.2,9,0,3,0,0,0,0,0,68,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
6185,95,31176,24,1299,1,950608,23,951117,50647.1,12,11,10761.5,10156.0,29418.0,71.1,116629726.6,7135.5,5400.0,16900.0,14.6,35883567.4,16,1,5,0,0,1,0,0,68,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
7243,95,217152,36,6032,1,950129,57,951130,42279.3,21,36,18197.3,400.0,54286.0,4.4,370552558.8,9440.7,8019.0,34200.0,14.6,70588049.7,35,6,10,0,0,6,0,0,74,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
6403,95,194880,48,4060,1,940601,113,951130,31021.6,37,76,12922.2,300.0,36536.0,108.1,181776892.7,5883.1,4585.0,23532.0,14.6,30915107.1,67,14,18,0,0,14,0,0,79,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6578,95,27984,12,2332,1,940710,76,951207,18380.5,30,46,9539.8,308.8,47513.0,56.9,200039294.6,5822.0,4200.0,25700.0,30.0,31014507.2,41,10,16,0,0,9,0,0,49,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
5413,95,92976,24,3874,1,940522,109,951211,21531.8,50,59,13338.3,8325.0,48996.0,66.1,213165273.9,10938.7,11594.0,45500.0,30.0,95482889.6,71,11,16,0,0,11,0,1,70,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
6949,95,104712,24,4363,1,940522,108,951211,30115.3,50,58,13282.4,8247.0,48996.0,66.1,213455591.2,10931.1,11797.0,44800.0,30.0,89422139.9,70,11,16,0,0,11,0,1,70,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
6545,95,191880,60,3198,1,950315,87,951211,78521.0,35,52,16177.4,12269.0,46829.0,71.8,241470671.4,9378.6,4534.0,59200.0,14.6,159393532.8,62,8,9,0,0,8,0,0,49,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
6178,95,232560,48,4845,1,950705,27,951214,41243.5,14,13,14073.0,13411.5,39741.0,107.8,180812570.3,11983.0,5000.0,37300.0,100.0,182543274.2,19,0,5,0,0,3,0,1,70,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
5160,95,204000,60,3400,1,941217,65,951212,37992.7,25,40,10772.4,2100.0,30604.0,49.3,125588290.7,5783.0,5400.0,16100.0,14.6,20915848.4,39,8,11,0,0,7,0,0,44,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
6785,95,125340,60,2089,1,940905,127,951212,19007.0,57,70,10958.0,500.0,49974.0,69.3,193415839.8,8651.4,3713.0,45200.0,30.0,116092097.3,73,13,28,0,0,13,0,0,44,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6540,95,309600,48,6450,1,950117,56,951223,35488.1,22,34,21228.2,19550.5,58052.0,64.8,468483245.6,12692.1,7850.0,34700.0,30.0,121172033.7,40,0,10,0,0,6,0,0,75,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
6589,96,189696,24,7904,1,950409,89,951231,88632.1,30,59,18658.6,18702.0,49775.0,152.6,286619037.4,7985.2,2197.0,57600.0,30.0,163997133.6,56,8,9,0,8,8,0,0,45,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
5900,96,135360,48,2820,1,950103,77,951231,54868.9,32,45,18854.4,15721.5,48633.0,65.4,319043396.0,12188.3,6000.0,46400.0,14.6,183193617.5,57,0,11,0,0,9,0,0,75,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
5999,96,98832,48,2059,1,940206,177,951231,27169.8,50,127,8028.0,2900.0,23282.0,38.1,71108381.9,2946.7,1800.0,22240.0,14.6,13912452.2,98,18,23,0,19,19,0,1,70,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
6043,96,20352,48,424,1,950403,48,960108,21281.5,22,26,4421.6,1450.0,12549.0,24.4,21033724.9,2922.8,3200.0,9600.0,14.6,7177002.3,29,5,9,0,0,5,0,1,48,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
5482,96,165120,60,2752,1,940521,116,960111,23825.4,50,66,3959.5,2450.0,11210.0,31.0,14993493.8,2655.0,2570.0,6300.0,14.6,4024147.2,67,15,19,0,0,15,0,1,50,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
7263,96,89880,24,3745,1,950818,29,960115,39079.5,13,16,16580.0,6288.0,46981.0,26.2,368727884.8,11028.8,6050.0,47100.0,30.0,136825535.9,22,0,5,0,0,2,0,0,63,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
6013,96,128988,36,3583,-1,940801,82,960131,9710.2,35,47,8997.4,274.9,42530.0,1.5,137795585.4,6494.2,3400.0,27600.0,0.1,54506158.5,53,0,18,0,0,10,1,0,39,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
5750,96,63252,12,5271,1,940407,164,960207,49709.2,48,116,16674.8,2300.0,47436.0,106.4,305596527.4,6471.4,4458.0,31800.0,14.6,52008183.1,106,18,22,0,0,18,0,1,49,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
6027,96,61656,24,2569,-1,950827,12,960202,59695.5,9,3,13988.4,6900.0,47337.0,36.9,320844282.4,22066.7,21000.0,31400.0,13800.0,52195555.6,9,0,3,0,0,0,0,1,53,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
6303,96,72408,24,3017,-1,951009,13,960206,36363.9,9,4,12129.3,700.0,49634.0,96.5,267973829.5,18200.0,15700.0,32700.0,8700.0,79695000.0,9,0,4,0,0,0,0,1,58,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
7213,96,113544,36,3154,1,950220,71,960210,13386.8,26,45,9068.9,1700.0,28386.0,29.2,104332156.3,4942.3,3400.0,20900.0,14.6,25978121.0,46,7,11,0,0,7,0,0,42,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
6659,96,56100,60,935,1,950111,68,960212,15407.2,28,40,4958.1,3150.0,13986.0,43.6,24561921.5,3085.5,1150.0,10700.0,14.6,8888506.6,39,9,12,0,0,8,0,0,58,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
6175,96,290700,60,4845,-1,950125,100,960219,11574.8,42,58,17131.3,14373.5,49763.0,5.1,239008957.2,12205.9,6050.0,56400.0,9.9,205001109.5,74,0,13,0,0,12,1,1,59,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
5610,96,123216,48,2567,1,940812,128,960222,77580.8,48,80,16990.0,11682.0,48959.0,54.9,308015893.8,9224.2,2400.0,59200.0,14.6,177570065.8,89,11,18,0,0,10,0,1,77,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
5563,96,380160,60,6336,1,940730,109,960221,24549.6,47,62,18684.5,13514.0,48887.0,88.4,332608453.4,13768.1,7600.0,62500.0,14.6,224305212.8,81,0,15,0,0,13,0,0,49,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
5989,96,213300,36,5925,1,950413,59,960229,27326.7,27,32,4581.6,6400.0,13600.0,43.4,17700972.2,3011.8,2960.0,8160.0,14.6,5104281.4,38,5,10,0,0,6,0,0,64,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
6698,96,247728,48,5161,1,950808,50,960309,52551.7,23,27,14307.7,302.9,48620.0,32.1,343000925.6,10241.7,4500.0,57900.0,30.0,165938020.7,32,3,12,0,0,3,0,0,79,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5312,96,202788,36,5633,1,950220,79,960312,81623.6,26,53,26091.9,24649.5,72298.0,51.3,704225804.4,11259.7,9515.0,45200.0,30.0,106768243.0,50,9,12,0,0,8,0,1,53,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
7189,96,154656,48,3222,1,941223,89,960317,37180.5,32,57,9834.0,1350.0,28994.0,28.5,107766821.1,4868.6,3867.0,17585.0,14.6,18914715.4,55,10,14,0,0,10,0,0,56,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595
6816,96,100224,48,2088,-1,951122,18,960321,31387.1,15,3,4005.8,123.0,18792.0,26.5,39306678.9,9566.7,7000.0,15100.0,6600.0,15335555.6,9,0,9,0,0,0,0,1,57,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
6137,96,44628,12,3719,1,940714,146,960408,80439.7,43,103,25107.0,1500.0,71565.0,95.5,679893003.8,9700.6,7500.0,59000.0,30.0,98256521.5,94,16,20,0,0,16,0,0,43,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
5128,96,215616,48,4492,-1,950613,61,960408,8640.6,30,31,5505.6,135.14999999999998,23130.0,31.1,58927456.1,5049.2,4100.0,18700.0,6.8,23081522.0,31,5,18,0,0,5,2,0,57,42821,4,13,5,1,3,48.4,8173,-1,7.01,124,-1,1358
5470,96,200976,48,4187,1,950909,35,960414,47431.4,17,18,12752.4,1100.0,37686.0,60.7,180946082.2,9408.9,9054.0,26600.0,14.6,48009591.4,22,3,7,0,0,3,0,0,55,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
5593,96,277884,36,7719,-1,940526,117,960415,11614.0,46,71,13759.7,4850.0,47031.0,15.0,252245426.1,8751.1,6600.0,53200.0,14.6,96147400.7,69,13,20,0,0,15,0,1,80,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325
5350,96,249312,48,5194,1,950213,60,960418,55426.5,30,30,10919.7,3450.0,47112.0,45.7,229579324.8,9072.1,7000.0,32100.0,30.0,58911689.3,35,6,13,0,0,6,0,0,55,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
6063,96,320976,48,6687,-1,950818,50,960417,46462.2,23,27,17416.5,232.7,70071.0,68.7,574353496.4,13115.5,7500.0,49700.0,14.6,153233295.5,33,0,14,0,0,3,0,0,36,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6501,96,30276,12,2523,-1,950407,92,960411,24930.3,58,34,4202.7,167.7,22708.0,44.8,45454755.8,6436.0,2850.0,18500.0,14.6,41538418.2,40,8,36,0,0,8,0,1,39,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
5452,96,49440,60,824,1,950121,110,960415,45021.6,31,79,10568.8,900.0,30378.0,28.7,119876606.2,3577.4,800.0,20000.0,4.0,26130446.4,65,11,14,0,10,10,0,1,66,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4961,96,30276,12,2523,-1,950407,80,960410,15854.0,46,34,5264.8,236.95,22708.0,47.1,51860430.9,6656.6,2800.0,18200.0,14.6,45024160.4,40,8,24,0,0,8,0,1,39,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
4973,96,165960,24,6915,1,941019,125,960430,23689.2,37,88,21979.5,700.0,62235.0,57.8,528849844.4,8972.2,6393.0,41400.0,14.6,108519477.7,79,14,18,0,0,14,0,1,44,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
6190,96,123600,60,2060,1,950714,49,960430,15520.2,20,29,11561.2,272.7,47109.0,14.8,237425758.0,7438.6,2500.0,43300.0,14.6,100305339.4,32,0,10,0,0,7,0,0,67,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
6715,96,220620,60,3677,1,941202,128,960430,26332.6,54,74,7748.1,195.0,33096.0,96.5,127249031.1,5296.9,3826.5,20500.0,14.6,23449152.8,69,12,34,0,0,13,0,1,43,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
5892,96,66480,24,2770,-1,951227,10,960430,34891.2,7,3,12213.0,900.0,49631.0,20.0,310494373.0,16866.7,15000.0,28000.0,7600.0,71102222.2,7,0,3,0,0,0,0,0,35,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
6550,96,320592,48,6679,1,950208,88,960508,69148.6,30,58,21503.1,20286.0,60108.0,91.6,474352128.7,9930.1,7201.5,46600.0,14.6,95966895.4,64,0,14,0,0,10,0,1,70,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
5706,96,161496,36,4486,1,940830,130,960521,29371.5,52,78,8838.0,4914.5,42094.0,8.0,133433548.6,5515.4,3124.0,64900.0,30.0,97825997.0,72,19,20,0,0,19,0,0,71,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
5148,96,284280,60,4738,1,941115,94,960512,94617.3,36,58,20624.0,19115.7,56756.0,93.6,439641064.0,11169.7,5750.0,56800.0,14.6,143319726.8,64,0,17,0,0,13,0,1,58,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
6734,96,173016,36,4806,1,950717,94,960526,113931.6,47,47,14459.5,9776.0,49769.0,39.4,247553140.7,12580.1,6600.0,62700.0,30.0,227503201.5,68,0,18,0,0,8,0,1,45,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
6109,96,368880,60,6148,1,941022,182,960531,105712.4,58,124,19070.7,18658.0,49781.0,9.7,298153679.3,8067.6,2320.0,64500.0,14.6,141362078.2,113,16,20,0,16,17,0,0,74,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
6961,96,176148,36,4893,1,960123,13,960531,53592.6,9,4,15688.1,1100.0,34881.0,34.9,294778131.1,21900.0,25800.0,30400.0,5600.0,95470000.0,9,0,4,0,0,0,0,1,63,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
6810,96,186384,48,3883,1,940902,190,960531,21003.8,82,108,13975.7,358.75,49424.0,67.1,294270230.8,10416.7,4541.0,60600.0,30.0,162012529.5,109,19,42,0,0,20,0,0,59,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
5494,96,360000,48,7500,1,941113,136,960609,64765.2,57,79,18340.5,239.7,73228.0,94.6,669803048.0,12413.2,7700.0,59500.0,0.3,166551270.0,80,0,36,0,0,14,6,1,73,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
5311,96,30060,60,501,1,940903,186,960613,48523.3,45,141,10581.0,1400.0,29412.0,50.3,118790002.8,3032.8,1080.0,20000.0,14.6,19050688.9,114,17,21,0,17,17,0,0,51,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
5445,96,46320,24,1930,1,950102,178,960625,23552.7,48,130,15197.8,9885.5,49053.0,28.9,272953644.8,5430.3,1612.0,61600.0,14.6,112254124.7,113,16,17,0,16,16,0,0,79,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
5301,96,141948,36,3943,1,960314,10,960630,47239.7,7,3,9777.1,800.0,28840.0,49.6,128949266.2,7066.7,4800.0,16200.0,200.0,45235555.6,7,0,3,0,0,0,0,1,50,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
7034,96,19044,36,529,1,950528,69,960706,50167.6,29,40,8717.2,800.0,24126.0,14.2,82396738.7,5065.8,1800.0,22300.0,14.6,42609120.3,47,0,13,0,0,9,0,1,74,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
6751,96,85716,36,2381,1,960212,19,960711,52416.9,15,4,5781.1,147.8,21430.0,52.5,54578143.2,12550.0,13350.0,15900.0,7600.0,10452500.0,11,0,8,0,0,0,0,0,38,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
6667,96,155880,24,6495,1,941013,142,960707,44564.6,51,91,17473.0,11447.0,49818.0,104.4,301612271.6,9302.8,7500.0,60700.0,14.6,99098502.2,92,16,18,0,0,16,0,1,68,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
6130,96,32640,48,680,1,950324,107,960717,18800.0,39,68,4044.7,4000.0,11200.0,20.7,14906286.7,2043.3,750.0,20700.0,14.6,8323095.7,70,11,15,0,0,11,0,0,42,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
5429,96,20196,36,561,1,950211,96,960713,65684.6,34,62,12967.8,11962.2,35469.0,57.8,173093925.4,6052.0,4500.0,24500.0,14.6,53083195.7,55,13,16,0,0,12,0,0,71,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5725,96,444864,48,9268,1,950815,64,960719,41743.9,27,37,8397.5,3700.0,25862.0,50.4,80630081.7,4999.7,3869.0,16300.0,14.6,17120920.7,42,6,10,0,0,6,0,0,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
6019,96,11400,12,950,1,950803,77,960718,27820.2,29,48,3711.3,2300.0,10734.0,24.1,13884745.0,1662.7,1820.0,6700.0,14.6,1964476.4,43,8,11,0,8,7,0,1,80,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
6421,96,96768,36,2688,1,950727,66,960721,37396.4,28,38,16277.1,6869.5,48172.0,13.4,320045963.5,11009.5,6951.0,64100.0,14.6,168992090.3,41,7,11,0,0,7,0,1,68,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
6992,96,133968,48,2791,1,951109,79,960714,34729.5,23,56,17825.6,7324.0,49512.0,61.0,344412942.4,6701.1,2600.0,60800.0,14.6,95133900.5,48,8,8,0,8,7,0,0,43,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
5136,96,187104,24,7796,1,960309,25,960721,86877.7,16,9,18044.2,17674.0,43502.0,2.5,245709407.7,22425.5,26100.0,49500.0,14.6,344040714.4,19,0,4,0,0,2,0,1,77,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
5337,96,162468,36,4513,1,960305,15,960716,74638.8,10,5,15043.9,13888.0,40614.0,70.9,231944456.4,15160.0,16300.0,34500.0,1100.0,159934400.0,11,0,4,0,0,0,0,1,57,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505
5495,96,89340,60,1489,1,951109,44,960731,41537.2,20,24,6166.8,3250.0,17313.0,31.8,40395835.0,3408.9,4650.0,8200.0,14.6,6224952.3,25,5,9,0,0,5,0,1,71,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
7013,96,89340,60,1489,1,951109,44,960731,42242.2,20,24,6167.0,3250.0,17313.0,31.8,40392884.4,3379.7,4650.0,8200.0,14.6,6310869.3,25,5,9,0,0,5,0,1,71,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
6012,96,258444,36,7179,1,960111,16,960731,53892.1,12,4,8032.7,4409.5,31830.0,141.4,91925459.2,10625.0,11350.0,14600.0,5200.0,11581875.0,11,0,5,0,0,0,0,0,66,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6471,96,155640,24,6485,1,950619,105,960731,40509.2,27,78,12015.8,500.0,34486.0,38.6,159088255.1,3640.1,1879.0,21700.0,14.6,21253979.6,65,9,13,0,9,9,0,1,43,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
6296,96,270384,48,5633,1,950527,87,960805,57835.1,32,55,17764.7,3850.0,50696.0,25.6,354972521.9,9284.3,7200.0,30800.0,14.6,52116297.4,53,10,14,0,0,10,0,0,62,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813
7305,96,54024,12,4502,1,941001,147,960731,25682.6,45,102,14509.6,1000.0,40521.0,67.3,227361356.2,6149.5,4518.0,30100.0,14.6,49558413.0,90,17,22,0,0,18,0,0,68,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
6144,96,44376,12,3698,1,960227,39,960808,68241.5,18,21,18505.7,19056.0,49412.0,108.4,283721857.7,12612.4,6049.0,54100.0,14.6,158616375.8,27,4,5,0,0,3,0,0,62,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
6283,96,85632,48,1784,1,950405,85,960810,117238.7,38,47,18351.1,13317.5,49917.0,135.9,348063588.9,12710.7,5457.0,60800.0,14.6,280914668.0,60,0,15,0,0,10,0,1,49,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
7246,96,148920,60,2482,1,960201,31,960818,15278.6,16,15,8064.8,8050.0,22338.0,50.5,58669676.8,7583.9,6600.0,22780.0,30.0,40949920.2,20,3,6,0,0,2,0,0,77,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
5088,96,91152,24,3798,1,950515,77,960819,39378.8,31,46,12375.1,4700.0,34184.0,69.6,161709573.2,7483.7,3950.0,26700.0,14.6,57566637.2,53,0,14,0,0,10,0,0,42,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505
5988,96,141648,24,5902,1,960204,18,960818,123310.1,13,5,13177.7,800.0,42127.0,55.6,259902108.5,16520.0,19500.0,34600.0,1800.0,150989600.0,13,0,5,0,0,0,0,0,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
5282,96,388512,48,8094,-1,941117,120,960808,38697.3,54,66,8491.0,6400.0,40855.0,21.7,106785731.4,6360.9,4850.0,44700.0,2.4,70639224.3,75,0,21,0,0,20,4,1,69,42821,4,13,5,1,3,48.4,8173,-1,7.01,124,-1,1358
5938,96,402000,60,6700,1,951015,54,960814,17232.1,29,25,3118.0,3800.0,9500.0,34.9,7969891.4,2927.6,2828.0,9100.0,14.6,7260506.0,35,5,9,0,0,5,0,0,80,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
5606,96,253512,36,7042,-1,960128,29,960825,13318.4,14,15,12261.3,4600.0,40419.0,13.4,207856170.6,10556.0,8400.0,30200.0,30.0,86347705.2,19,2,6,0,0,2,0,1,45,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
5385,96,71460,36,1985,1,960113,31,960831,49663.5,16,15,11367.8,6000.0,33669.0,84.1,138591024.5,8815.7,7264.0,26600.0,14.6,65242929.4,18,3,7,0,0,3,0,1,80,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6865,96,29448,12,2454,-1,960515,11,960906,43790.6,9,2,7487.8,800.0,22090.0,63.8,70519878.7,11800.0,11800.0,13900.0,9700.0,4410000.0,7,0,4,0,0,0,0,0,47,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
5586,96,48744,36,1354,1,960503,14,960912,62891.3,11,3,10108.3,4700.0,28603.5,53.7,106523909.7,16100.0,16700.0,18600.0,13000.0,5406666.7,10,0,4,0,0,0,0,1,64,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
6302,96,181020,60,3017,1,950315,93,960906,42526.0,37,56,9716.0,3800.0,27150.0,52.9,98585819.4,5660.1,2951.5,19900.0,14.6,30620373.7,63,0,17,0,0,13,0,1,66,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
7194,96,68832,36,1912,1,951023,53,960912,51540.7,24,29,9718.3,2100.0,28353.0,28.1,106980327.0,6265.4,3400.0,24000.0,14.6,45435249.0,31,6,10,0,0,6,0,0,59,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6461,96,74124,36,2059,1,950409,122,960910,25658.0,39,83,14442.8,7300.0,49816.0,60.9,268857825.0,6477.3,2000.0,43200.0,30.0,106380603.9,74,11,15,0,11,11,0,1,39,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
